,symbol,name,reportDate,fiscalDateEnding,estimate,currency
3609,TWO,Two Harbors Investment Corp,2024-02-06,2023-12-31,0.36,USD
2708,PANDY,PANDY,2024-02-06,2023-12-31,1.08,DKK
2706,PAHC,Phibro Animal Health Corp - Class A,2024-02-06,2023-12-31,0.29,USD
2704,PAGP,Plains GP Holdings LP - Class A,2024-02-06,2023-12-31,0.3884,USD
2703,PAG,Penske Automotive Group Inc,2024-02-06,2023-12-31,3.8,USD
2700,PAA,Plains All American Pipeline LP,2024-02-06,2023-12-31,0.35,USD
3728,VKTX,Viking Therapeutics Inc,2024-02-06,2023-12-31,-0.25,USD
2452,NDCVF,NDCVF,2024-02-06,2023-12-31,-0.0186,USD
3620,UAA,Under Armour Inc - Class A,2024-02-06,2023-12-31,0.11,USD
271,ASGN,ASGN Inc,2024-02-06,2023-12-31,1.37,USD
1467,FTGFF,FTGFF,2024-02-06,2023-11-30,,CAD
3626,UBER,Uber Technologies Inc,2024-02-06,2023-12-31,0.15,USD
1461,FSMK,FSMK,2024-02-06,2023-12-31,,USD
3630,UBS,UBS Group AG,2024-02-06,2023-12-31,0.1,USD
2672,ORLY,O`Reilly Automotive Inc,2024-02-06,2023-12-31,9.07,USD
287,ASYS,Amtech Systems Inc,2024-02-06,2023-12-31,0.1,USD
1324,FARM,Farmer Bros. Company,2024-02-06,2023-12-31,-0.21,USD
715,CDW,CDW Corp,2024-02-06,2023-12-31,2.56,USD
3598,TTMI,TTM Technologies Inc,2024-02-06,2023-12-31,0.36,USD
1200,EFX,Equifax Inc,2024-02-06,2023-12-31,1.74,USD
1025,D,Dominion Energy Inc,2024-02-06,2023-12-31,0.52,USD
3530,TONPF,TONPF,2024-02-06,2023-12-31,,JPY
534,BNKL,BNKL,2024-02-06,2023-12-31,,USD
1833,IIIV,i3 Verticals Inc - Class A,2024-02-06,2023-12-31,0.4133,USD
2222,MAURY,MAURY,2024-02-06,2023-12-31,0.4871,JPY
1051,DDI,DoubleDown Interactive Co Ltd,2024-02-06,2023-12-31,9.16,KRW
533,BNGLF,BNGLF,2024-02-06,2023-12-31,,CAD
2929,QNST,QuinStreet Inc,2024-02-06,2023-12-31,-0.05,USD
1693,HERXF,HERXF,2024-02-06,2023-12-31,,CAD
3146,SENEA,Seneca Foods Corp - Class A,2024-02-06,2023-12-31,,USD
85,AFRM,Affirm Holdings Inc - Class A,2024-02-06,2023-12-31,-0.73,USD
3043,RPD,Rapid7 Inc,2024-02-06,2023-12-31,0.47,USD
2911,PYPD,Polypid Ltd,2024-02-06,2023-12-31,-3.42,USD
1821,IFNNY,IFNNY,2024-02-06,2023-12-31,0.6031,EUR
2163,LPTV,Loop Media Inc,2024-02-06,2023-12-31,-0.1,USD
2238,MC,Moelis & Co - Class A,2024-02-06,2023-12-31,-0.08,USD
2137,LNC,Lincoln National Corp,2024-02-06,2023-12-31,1.64,USD
2246,MCFT,MasterCraft Boat Holdings Inc,2024-02-06,2023-12-31,0.3,USD
1071,DHT,DHT Holdings Inc,2024-02-06,2023-12-31,0.25,USD
1866,INGR,Ingredion Inc,2024-02-06,2023-12-31,1.85,USD
937,CSPI,CSP Inc,2024-02-06,2023-12-31,,USD
1074,DIS,Walt Disney Co (The),2024-02-06,2023-12-31,1.07,USD
538,BNPQY,BNPQY,2024-02-06,2023-12-31,0.9362,EUR
2218,MAT,Mattel Inc,2024-02-06,2023-12-31,0.33,USD
3899,XPO,XPO Inc,2024-02-06,2023-12-31,0.65,USD
3007,RITM,Rithm Capital Corporation,2024-02-06,2023-12-31,0.38,USD
134,ALFVY,ALFVY,2024-02-06,2023-12-31,0.4282,SEK
990,CVOSF,CVOSF,2024-02-06,2023-12-31,,USD
992,CVS,CVS Health Corp,2024-02-06,2023-12-31,1.96,USD
2985,REYN,Reynolds Consumer Products Inc,2024-02-06,2023-12-31,0.62,USD
2984,REXR,Rexford Industrial Realty Inc,2024-02-06,2023-12-31,0.27,USD
1003,CWYUF,CWYUF,2024-02-06,2023-12-31,,CAD
1045,DCP,DCP,2024-02-06,2023-12-31,,USD
553,BP,BP plc,2024-02-06,2023-12-31,1.45,USD
623,BXMT,Blackstone Mortgage Trust Inc - Class A,2024-02-06,2023-12-31,0.62,USD
841,CNIKF,CNIKF,2024-02-06,2024-01-31,,CAD
2965,RDWR,Radware,2024-02-06,2023-12-31,0.12,USD
867,COHR,Coherent Corp,2024-02-06,2023-12-31,0.26,USD
2962,RDN,Radian Group Inc,2024-02-06,2023-12-31,0.87,USD
2959,RDCM,Radcom,2024-02-06,2023-12-31,0.15,USD
1750,HPP,Hudson Pacific Properties Inc,2024-02-06,2023-12-31,-0.34,USD
1706,HI,Hillenbrand Inc,2024-02-06,2023-12-31,0.81,USD
1008,CXW,CoreCivic Inc,2024-02-06,2023-12-31,0.18,USD
2130,LLY,Lilly(Eli) & Company,2024-02-06,2023-12-31,2.79,USD
3017,RM,Regional Management Corp,2024-02-06,2023-12-31,0.55,USD
1084,DLHC,DLH Holdings Corp,2024-02-06,2023-12-31,,USD
817,CMGGF,CMGGF,2024-02-06,2023-12-31,0.0769,EGP
2846,PPC,Pilgrim`s Pride Corp,2024-02-06,2023-12-31,0.4,USD
911,CRNC,Cerence Inc,2024-02-06,2023-12-31,0.2343,USD
1616,GPP,Green Plains Partners LP,2024-02-06,2023-12-31,,USD
3349,STE,Steris Plc,2024-02-06,2023-12-31,2.18,USD
1619,GPRE,Green Plains Inc,2024-02-06,2023-12-31,0.28,USD
912,CRNT,Ceragon Networks Ltd,2024-02-06,2023-12-31,0.03,USD
2294,MHH,Mastech Digital Inc,2024-02-06,2023-12-31,0.08,USD
1640,GT,Goodyear Tire & Rubber Company,2024-02-06,2023-12-31,0.37,USD
2288,MGM,MGM Resorts International,2024-02-06,2023-12-31,0.72,USD
3874,WTS,Watts Water Technologies Inc - Class A,2024-02-06,2023-12-31,1.73,USD
1817,IFF,International Flavors & Fragrances Inc,2024-02-06,2023-12-31,0.76,USD
3176,SHCAY,SHCAY,2024-02-06,2023-12-31,0.0296,JPY
3347,STC,Stewart Information Services Corp,2024-02-06,2023-12-31,0.58,USD
1655,GWLIF,GWLIF,2024-02-06,2023-12-31,0.72,CAD
3884,WYNN,Wynn Resorts Ltd,2024-02-06,2023-12-31,1.15,USD
825,CMRE,Costamare Inc,2024-02-06,2023-12-31,0.67,USD
2890,PTEN,Patterson-UTI Energy Inc,2024-02-06,2023-12-31,0.33,USD
879,COTY,Coty Inc - Class A,2024-02-06,2023-12-31,0.18,USD
3162,SGAMY,SGAMY,2024-02-06,2023-12-31,0.1501,JPY
3061,RSVR,Reservoir Media Inc,2024-02-06,2023-12-31,0.01,USD
505,BLBD,Blue Bird Corp,2024-02-06,2023-12-31,0.1213,USD
72,AEIS,Advanced Energy Industries Inc,2024-02-06,2023-12-31,1.17,USD
2880,PSEC,Prospect Capital Corp,2024-02-06,2023-12-31,0.21,USD
919,CRTO,Criteo S.A,2024-02-06,2023-12-31,1.23,USD
2828,PNNT,PennantPark Investment Corporation,2024-02-06,2023-12-31,0.2178,USD
482,BIOX,Bioceres Crop Solutions Corp,2024-02-06,2023-12-31,0.125,USD
18,ABBV,Abbvie Inc,2024-02-07,2023-12-31,2.91,USD
2161,LPTH,Lightpath Technologies Inc - Class A,2024-02-07,2023-12-31,-0.03,USD
128,AKZOY,AKZOY,2024-02-07,2023-12-31,0.3848,EUR
1806,IDGBF,IDGBF,2024-02-07,2023-12-31,,CAD
105,AHKSY,AHKSY,2024-02-07,2023-12-31,0.2852,JPY
2517,NNN,NNN REIT Inc,2024-02-07,2023-12-31,0.49,USD
295,ATEX,Anterix Inc,2024-02-07,2023-12-31,-0.4275,USD
1928,ITT,ITT Inc,2024-02-07,2023-12-31,1.33,USD
3878,WW,WW International Inc,2024-02-07,2024-01-31,-0.03,USD
1737,HNNA,Hennessy Advisors Inc,2024-02-07,2023-12-31,,USD
115,AIRC,Apartment Income REIT Corp - Class A,2024-02-07,2023-12-31,0.14,USD
2507,NLS,NLS,2024-02-07,2023-12-31,0.01,USD
3699,VCTR,Victory Capital Holdings Inc - Class A,2024-02-07,2023-12-31,1.11,USD
9,AAM-PA,AAM-PA,2024-02-07,2023-12-31,,USD
2122,LITE,Lumentum Holdings Inc,2024-02-07,2023-12-31,0.31,USD
1822,IFSPF,IFSPF,2024-02-07,2023-12-31,,CAD
313,ATS,ATS Corporation.,2024-02-07,2023-12-31,,CAD
314,ATSAF,ATSAF,2024-02-07,2023-12-31,,CAD
2492,NICK,Nicholas Financial Inc,2024-02-07,2023-12-31,,USD
2141,LNTQF,LNTQF,2024-02-07,2023-12-31,,CHF
3886,XAIR,Beyond Air Inc,2024-02-07,2023-12-31,-0.485,USD
1447,FRD,Friedman Industries Inc,2024-02-07,2023-12-31,,USD
1825,IGIFF,IGIFF,2024-02-07,2023-12-31,,CAD
2111,LGF-A,Lions Gate Entertainment Corp - Class A,2024-02-07,2023-12-31,,USD
1433,FOX,Fox Corporation - Class B,2024-02-07,2023-12-31,0.0884,USD
1431,FORR,Forrester Research Inc,2024-02-07,2023-12-31,0.24,USD
2125,LIVE,Live Ventures Inc,2024-02-07,2023-12-31,1.44,USD
108,AIFLF,AIFLF,2024-02-07,2023-12-31,,JPY
3709,VERU,Veru Inc,2024-02-07,2023-12-31,-0.1767,USD
2479,NGL,NGL Energy Partners LP,2024-02-07,2023-12-31,0.16,USD
2119,LIN,Linde Plc.,2024-02-07,2023-12-31,3.48,USD
2496,NINOF,NINOF,2024-02-07,2023-12-31,,JPY
2199,LYFT,Lyft Inc Cls A,2024-02-07,2023-12-31,0.07,USD
2465,NET,Cloudflare Inc - Class A,2024-02-07,2023-12-31,0.12,USD
3912,YELL,YELL,2024-02-07,2023-12-31,-1.21,USD
3761,VRSN,Verisign Inc,2024-02-07,2023-12-31,1.87,USD
2368,MPAD,MPAD,2024-02-07,2023-11-30,,USD
2367,MPAA,Motorcar Parts of America Inc,2024-02-07,2023-12-31,0.27,USD
3929,YUM,Yum Brands Inc,2024-02-07,2023-12-31,1.42,USD
3913,YELLQ,YELLQ,2024-02-07,2023-12-31,-1.21,USD
223,APO,Apollo Global Management Inc - Class A (New),2024-02-07,2023-12-31,1.76,USD
3914,YELP,Yelp Inc,2024-02-07,2023-12-31,0.42,USD
2275,MESA,Mesa Air Group Inc,2024-02-07,2023-12-31,-0.2233,USD
1641,GTES,Gates Industrial Corporation plc,2024-02-07,2023-12-31,0.28,USD
2268,MEIP,MEI Pharma Inc,2024-02-07,2023-12-31,,USD
2295,MHK,Mohawk Industries Inc,2024-02-07,2023-12-31,1.85,USD
2304,MITEY,MITEY,2024-02-07,2023-12-31,0.2483,JPY
76,AETUF,AETUF,2024-02-07,2023-12-31,0.473,CAD
2353,MODG,Topgolf Callaway Brands Corp,2024-02-07,2023-12-31,-0.25,USD
209,APDN,Applied Dna Sciences Inc,2024-02-07,2023-12-31,-0.28,USD
3786,VWSYF,VWSYF,2024-02-07,2023-12-31,0.1289,EUR
3785,VWDRY,VWDRY,2024-02-07,2023-12-31,0.2579,EUR
3778,VTR,Ventas Inc,2024-02-07,2023-12-31,-0.03,USD
68,ADYEY,ADYEY,2024-02-07,2023-12-31,0.1083,EUR
2325,MLLGF,MLLGF,2024-02-07,2023-12-31,,CAD
3781,VVI,Viad Corp,2024-02-07,2023-12-31,-0.77,USD
211,APEMY,APEMY,2024-02-07,2023-12-31,0,EUR
2467,NETI,Eneti Inc,2024-02-07,2023-12-31,0.0404,USD
2263,MDU,MDU Resources Group Inc,2024-02-07,2023-12-31,0.45,USD
1891,IPG,Interpublic Group Of Cos. Inc,2024-02-07,2023-12-31,1.15,USD
2173,LSAK,Lesaka Technologies Inc,2024-02-07,2023-12-31,-0.03,USD
1725,HLT,Hilton Worldwide Holdings Inc,2024-02-07,2023-12-31,1.57,USD
1989,K,Kellanova Company,2024-02-07,2023-12-31,0.74,USD
3842,WMG,Warner Music Group Corp - Class A,2024-02-07,2023-12-31,0.3738,USD
270,ASGLY,ASGLY,2024-02-07,2023-12-31,0,JPY
2181,LTRX,Lantronix Inc,2024-02-07,2023-12-31,0.08,USD
264,ASAZY,ASAZY,2024-02-07,2023-12-31,0.1542,SEK
1712,HIMX,Himax Technologies,2024-02-07,2023-12-31,0.1535,USD
1710,HII,Huntington Ingalls Industries Inc,2024-02-07,2023-12-31,4.37,USD
1596,GNSS,Genasys Inc,2024-02-07,2023-12-31,-0.0767,USD
2391,MSGE,Madison Square Garden Entertainment Corp - Class A,2024-02-07,2023-12-31,,USD
2216,MARUY,MARUY,2024-02-07,2023-12-31,6.84,JPY
1478,FUNC,First United Corporation,2024-02-07,2023-12-31,0.61,USD
2036,KN,Knowles Corp,2024-02-07,2023-12-31,0.29,USD
3744,VNWTF,VNWTF,2024-02-07,2023-12-31,,CAD
246,ARES,Ares Management Corp - Class A,2024-02-07,2023-12-31,1.1,USD
1488,G,Genpact Ltd,2024-02-07,2023-12-31,0.75,USD
35,ACB,Aurora Cannabis Inc,2024-02-07,2023-12-31,-0.0344,CAD
2237,MBXBF,MBXBF,2024-02-07,2023-12-31,,CAD
3820,WF,Woori Financial Group Inc,2024-02-07,2023-12-31,1.12,KRW
2393,MSI,Motorola Solutions Inc,2024-02-07,2023-12-31,3.63,USD
3819,WEX,WEX Inc,2024-02-07,2023-12-31,3.71,USD
2217,MAS,Masco Corp,2024-02-07,2023-12-31,0.65,USD
2073,LADR,Ladder Capital Corp - Class A,2024-02-07,2023-12-31,0.29,USD
1313,EXPE,Expedia Group Inc,2024-02-07,2023-12-31,1.69,USD
1405,FLUX,Flux Power Holdings Inc,2024-02-07,2023-12-31,-0.02,USD
1034,DBDQQ,DBDQQ,2024-02-07,2023-12-31,,USD
1033,DBD,DBD,2024-02-07,2023-12-31,,USD
3457,TEX,Terex Corp,2024-02-07,2023-12-31,1.39,USD
3456,TEVA,Teva- Pharmaceutical Industries Ltd,2024-02-07,2023-12-31,0.7067,USD
2970,REG,Regency Centers Corporation,2024-02-07,2023-12-31,0.5,USD
1013,CYBR,CyberArk Software Ltd,2024-02-07,2023-12-31,0.47,USD
1010,CYAN,Cyanotech Corp,2024-02-07,2023-12-31,,USD
2979,REPL,Replimune Group Inc,2024-02-07,2023-12-31,-1.03,USD
1037,DBOEY,DBOEY,2024-02-07,2023-12-31,0.2408,EUR
3441,TCX,Tucows Inc - Class A,2024-02-07,2023-12-31,,USD
3004,RICK,RCI Hospitality Holdings Inc,2024-02-07,2023-12-31,1.28,USD
978,CUZ,Cousins Properties Inc,2024-02-07,2023-12-31,0.13,USD
3013,RL,Ralph Lauren Corp - Class A,2024-02-07,2023-12-31,3.53,USD
568,BRKR,Bruker Corp,2024-02-07,2023-12-31,0.64,USD
959,CTRE,CareTrust REIT Inc,2024-02-07,2023-12-31,0.24,USD
3033,ROAD,Construction Partners Inc - Class A,2024-02-07,2023-12-31,0.15,USD
944,CTA-PA,CTA-PA,2024-02-07,2023-12-31,,USD
580,BRTHY,BRTHY,2024-02-07,2023-12-31,0.6227,JPY
2993,RGCO,RGC Resources Inc,2024-02-07,2023-12-31,0.51,USD
1038,DBOXF,DBOXF,2024-02-07,2023-12-31,,CAD
2948,RBC,RBC Bearings Inc,2024-02-07,2023-12-31,2,USD
1039,DBSDY,DBSDY,2024-02-07,2023-12-31,2.72,SGD
468,BHF,Brighthouse Financial Inc,2024-02-07,2023-12-31,4.02,USD
3527,TOITF,TOITF,2024-02-07,2023-12-31,,EUR
1157,DYNT,Dynatronics Corp,2024-02-07,2023-12-31,-0.2,USD
487,BIVI,BioVie Inc,2024-02-07,2023-12-31,-0.24,USD
1152,DXCM,Dexcom Inc,2024-02-07,2023-12-31,0.42,USD
3511,TMOAY,TMOAY,2024-02-07,2023-12-31,-0.0912,EUR
2861,PRO,Pros Holdings Inc,2024-02-07,2023-12-31,0.05,USD
1143,DUK,Duke Energy Corp,2024-02-07,2023-12-31,1.56,USD
3505,TM,Toyota Motor Corporation,2024-02-07,2023-12-31,5.03,JPY
2870,PRSI,PRSI,2024-02-07,2023-12-31,,USD
1102,DOCS,Doximity Inc - Class A,2024-02-07,2023-12-31,0.22,USD
3489,TIXT,TELUS International (Cda) Inc (Sub Voting),2024-02-07,2023-12-31,0.27,USD
2908,PWP,Perella Weinberg Partners - Class A,2024-02-07,2023-12-31,0.17,USD
525,BN,Brookfield Corporation - Class A,2024-02-07,2023-12-31,1.01,USD
2909,PXLW,Pixelworks Inc,2024-02-07,2023-12-31,-0.05,USD
3484,TIMB,TIM SA,2024-02-07,2023-12-31,0.3346,BRL
2912,PYPL,PayPal Holdings Inc,2024-02-07,2023-12-31,1.36,USD
2926,QLYS,Qualys Inc,2024-02-07,2023-12-31,1.24,USD
2535,NRIX,Nurix Therapeutics Inc,2024-02-07,2023-11-30,-0.76,USD
931,CSII,CSII,2024-02-07,2023-12-31,,USD
2818,PM,Philip Morris International Inc,2024-02-07,2023-12-31,1.47,USD
3054,RSGUF,RSGUF,2024-02-07,2023-12-31,,USD
914,CRSR,Corsair Gaming Inc,2024-02-07,2023-12-31,0.25,USD
801,CLSK,Cleanspark Inc,2024-02-07,2023-12-31,-0.0633,USD
3341,SSTK,Shutterstock Inc,2024-02-07,2023-12-31,0.87,USD
3337,SSMXY,SSMXY,2024-02-07,2023-12-31,0.2227,JPY
773,CIGI,Colliers International Group Inc,2024-02-07,2023-12-31,1.96,USD
3217,SKM,SK Telecom Co Ltd,2024-02-07,2023-12-31,0.2211,KRW
3327,SRTS,Sensus Healthcare Inc,2024-02-07,2023-12-31,0.07,USD
3227,SLF,Sun Life Financial Inc,2024-02-07,2023-12-31,1.62,CAD
739,CGC,Canopy Growth Corporation,2024-02-07,2023-12-31,-0.07,CAD
813,CMDXF,CMDXF,2024-02-07,2023-12-31,,CAD
723,CENTA,Central Garden & Pet Co. - Class A,2024-02-07,2023-12-31,-0.0767,USD
683,CBT,Cabot Corp,2024-02-07,2023-12-31,1.51,USD
3277,SNY,Sanofi,2024-02-07,2023-12-31,0.9216,EUR
3310,SPSC,SPS Commerce Inc,2024-02-07,2023-12-31,0.69,USD
3308,SPPJY,SPPJY,2024-02-07,2023-12-31,0.26,USD
3281,SOFO,Sonic Foundry Inc,2024-02-07,2023-12-31,-0.31,USD
690,CC,Chemours Company,2024-02-07,2023-12-31,0.22,USD
3303,SPHR,Sphere Entertainment Co - Class A,2024-02-07,2023-12-31,1,USD
3300,SPGI,S&P Global Inc,2024-02-07,2023-12-31,3.1,USD
712,CDP,COPT Defense Properties,2024-02-07,2023-12-31,0.3,USD
3179,SHG,Shinhan Financial Group Co. Ltd,2024-02-07,2023-12-31,1.05,KRW
3352,STEP,StepStone Group Inc - Class A,2024-02-07,2023-12-31,0.26,USD
827,CMS-PB,CMS-PB,2024-02-07,2023-12-31,,USD
3074,RWT,Redwood Trust Inc,2024-02-07,2023-12-31,0.13,USD
889,CPRI,Capri Holdings Ltd,2024-02-07,2023-12-31,2.11,USD
881,COUR,Coursera Inc,2024-02-07,2023-12-31,-0.011,USD
3094,SANG,SANGSTAT MEDICAL CORP,2024-02-07,2023-12-31,-0.025,USD
3392,SWI,SolarWinds Corp,2024-02-07,2023-12-31,0.21,USD
3097,SAPIF,SAPIF,2024-02-07,2023-12-31,,CAD
3389,SVNLY,SVNLY,2024-02-07,2023-12-31,0.1546,SEK
3387,SVM,Silvercorp Metals Inc,2024-02-07,2023-12-31,0.0725,USD
3103,SAXPY,SAXPY,2024-02-07,2023-12-31,0.2715,EUR
3383,SUZ,Suzano S.A.,2024-02-07,2023-12-31,0.3612,BRL
862,CNXN,PC Connection Inc,2024-02-07,2023-12-31,0.88,USD
615,BWA,BorgWarner Inc,2024-02-07,2023-12-31,0.91,USD
838,CNGO,CNGO,2024-02-07,2023-12-31,,USD
3142,SEE,Sealed Air Corp,2024-02-07,2023-12-31,0.64,USD
628,BYRN,Byrna Technologies Inc,2024-02-07,2023-11-30,-0.01,USD
639,CABGY,CABGY,2024-02-07,2023-12-31,0.3222,DKK
3160,SFTBF,SFTBF,2024-02-07,2023-12-31,115.2,JPY
3361,STOHF,STOHF,2024-02-07,2023-12-31,1.01,USD
3161,SFTBY,SFTBY,2024-02-07,2023-12-31,0.4124,JPY
3059,RSSS,Research Solutions Inc,2024-02-07,2023-12-31,-0.01,USD
460,BFX,BowFlex Inc,2024-02-07,2023-12-31,-0.06,USD
3473,THC,Tenet Healthcare Corp,2024-02-07,2023-12-31,1.55,USD
3540,TPX,Tempur Sealy International Inc,2024-02-07,2023-12-31,0.54,USD
434,BDRBF,BDRBF,2024-02-07,2023-12-31,1.25,USD
2622,OFC,OFC,2024-02-07,2023-12-31,0.2811,USD
3646,ULH,Universal Logistics Holdings Inc,2024-02-07,2023-12-31,1.03,USD
2760,PETV,PetVivo Holdings Inc,2024-02-07,2023-12-31,,USD
2652,ONTO,Onto Innovation Inc,2024-02-07,2023-12-31,1.01,USD
1327,FBAK,FBAK,2024-02-07,2023-12-31,,USD
3578,TSE,Trinseo PLC,2024-02-07,2023-12-31,-1.14,USD
2753,PECO,Phillips Edison & Company Inc - New,2024-02-07,2023-12-31,0.08,USD
2748,PDS,Precision Drilling Corp,2024-02-07,2023-12-31,1.84,CAD
3585,TSP,TuSimple Holdings Inc - Class A,2024-02-07,2023-12-31,-0.6,USD
2673,ORN,Orion Group Holdings Inc,2024-02-07,2023-12-31,0.04,USD
1267,EQNR,Equinor ASA,2024-02-07,2023-12-31,1.01,USD
2621,OESX,Orion Energy Systems Inc,2024-02-07,2023-12-31,-0.09,USD
1269,EQR,Equity Residential Properties Trust,2024-02-07,2023-12-31,0.43,USD
2736,PCSV,PCSV,2024-02-07,2023-12-31,,USD
3596,TTFNF,TTFNF,2024-02-07,2023-12-31,2.67,USD
3597,TTGT,Techtarget Inc,2024-02-07,2023-12-31,0.3294,USD
2680,OSCR,Oscar Health Inc - Class A,2024-02-07,2023-12-31,-0.7,USD
1302,EVI,EVI Industries Inc,2024-02-07,2023-12-31,,USD
3619,UA,Under Armour Inc - Class C,2024-02-07,2023-12-31,0.1618,USD
3603,TU,Telus Corp,2024-02-07,2023-12-31,0.17,CAD
3617,TYOBY,TYOBY,2024-02-07,2023-12-31,0,JPY
396,BAX,Baxter International Inc,2024-02-07,2023-12-31,0.87,USD
393,BARK,BARK Inc - Class A,2024-02-07,2023-12-31,-0.02,USD
2714,PATK,Patrick Industries Inc,2024-02-07,2023-12-31,1.4,USD
1296,EUMNF,EUMNF,2024-02-07,2023-12-31,,CAD
3593,TTE,TotalEnergies SE,2024-02-07,2023-12-31,2.67,EUR
2775,PFX,PhenixFIN Corp,2024-02-07,2023-12-31,0.85,USD
1345,FCIC,FCIC,2024-02-07,2023-12-31,,USD
3539,TPR,Tapestry Inc,2024-02-07,2023-12-31,1.47,USD
2545,NSP,Insperity Inc,2024-02-07,2023-12-31,0.64,USD
2585,NWSA,News Corp - Class A,2024-02-07,2023-12-31,0.22,USD
3560,TRRVF,TRRVF,2024-02-07,2023-12-31,,CAD
365,AYX,Alteryx Inc - Class A,2024-02-07,2023-12-31,1.17,USD
1403,FLO,Flowers Foods Inc,2024-02-07,2023-12-31,0.2283,USD
3546,TRI,Thomson-Reuters Corp,2024-02-07,2023-12-31,0.9,USD
2544,NSIT,Insight Enterprises Inc,2024-02-07,2023-12-31,2.78,USD
3543,TRCK,TRCK,2024-02-07,2023-12-31,,USD
436,BE,Bloom Energy Corp - Class A,2024-02-07,2023-12-31,0.12,USD
2792,PINE,Alpine Income Property Trust Inc,2024-02-07,2023-12-31,-0.01,USD
3678,USX,USX,2024-02-07,2023-12-31,,USD
1920,ISUZY,ISUZY,2024-02-08,2023-12-31,0.4081,JPY
3117,SCGLY,SCGLY,2024-02-08,2023-12-31,0.1656,EUR
117,AIRT,Air T Inc,2024-02-08,2023-12-31,,USD
874,COOP,Mr. Cooper Group Inc,2024-02-08,2023-12-31,1.77,USD
1834,IIJIY,IIJIY,2024-02-08,2023-12-31,0.4234,JPY
2059,KT,KT Corporation,2024-02-08,2023-12-31,0.2812,KRW
2072,LAB,Standard BioTools Inc,2024-02-08,2023-12-31,-0.23,USD
2556,NTOIY,NTOIY,2024-02-08,2023-12-31,0.3333,EUR
2559,NTTYY,NTTYY,2024-02-08,2023-12-31,0.7127,JPY
1471,FTS,Fortis Inc,2024-02-08,2023-12-31,0.52,CAD
3083,RZLT,Rezolute Inc,2024-02-08,2023-12-31,-0.29,USD
894,CRARY,CRARY,2024-02-08,2023-12-31,0.1669,EUR
3399,SXT,Sensient Technologies Corp,2024-02-08,2023-12-31,0.55,USD
3283,SOMLY,SOMLY,2024-02-08,2023-12-31,0,JPY
3875,WTW,Willis Towers Watson Public Ltd Company,2024-02-08,2023-12-31,7.05,USD
2541,NSANY,NSANY,2024-02-08,2023-12-31,0.2656,JPY
2679,OSBK,OSBK,2024-02-08,2023-12-31,,USD
3296,SPB,Spectrum Brands Holdings Inc,2024-02-08,2023-12-31,0.4247,USD
3191,SIEGY,SIEGY,2024-02-08,2023-12-31,1.42,EUR
2583,NWL,Newell Brands Inc,2024-02-08,2023-12-31,0.17,USD
371,AZNCF,AZNCF,2024-02-08,2023-12-31,1.56,USD
3342,SSUMY,SSUMY,2024-02-08,2023-12-31,0.5771,JPY
3333,SSDOY,SSDOY,2024-02-08,2023-12-31,0.1626,JPY
67,ADXS,ADXS,2024-02-08,2024-01-31,,USD
1455,FRSH,Freshworks Inc Class A,2024-02-08,2023-12-31,0.0485,USD
1356,FEAM,5E Advanced Materials Inc,2024-02-08,2023-12-31,-0.225,AUD
770,CIBN,CIBN,2024-02-08,2023-12-31,,USD
2025,KLBAY,KLBAY,2024-02-08,2023-12-31,0.2136,BRL
78,AFBI,Affinity Bancshares Inc,2024-02-08,2023-12-31,,USD
2474,NEXOY,NEXOY,2024-02-08,2023-12-31,0.0551,JPY
3066,RUSMF,RUSMF,2024-02-08,2023-12-31,0.5,CAD
1911,ISBA,ISBA,2024-02-08,2023-12-31,0.69,USD
382,BABB,BABB,2024-02-08,2023-11-30,,USD
2497,NINOY,NINOY,2024-02-08,2023-12-31,0.279,JPY
3936,Z,Zillow Group Inc - Class C,2024-02-08,2023-12-31,0.1905,USD
2654,ONVO,Organovo Holdings Inc,2024-02-08,2023-12-31,-0.44,USD
1895,IPSEY,IPSEY,2024-02-08,2023-12-31,0,EUR
627,BYFC,Broadway Financial Corp,2024-02-08,2023-12-31,,USD
1321,FAF,First American Financial Corp,2024-02-08,2023-12-31,1.09,USD
839,CNHI,CNH Industrial NV,2024-02-08,2023-12-31,0.4667,USD
2671,ORKLY,ORKLY,2024-02-08,2023-12-31,0.1202,NOK
1903,IQV,IQVIA Holdings Inc,2024-02-08,2023-12-31,2.81,USD
1995,KB,KB Financial Group Inc,2024-02-08,2023-12-31,1.25,KRW
370,AZN,Astrazeneca plc,2024-02-08,2023-12-31,0.7816,USD
2589,NXEN,NXEN,2024-02-08,2023-12-31,,USD
3124,SCMWY,SCMWY,2024-02-08,2023-12-31,0.9048,CHF
697,CCJ,Cameco Corp,2024-02-08,2023-12-31,0.14,CAD
444,BEP,Brookfield Renewable Partners LP,2024-02-08,2023-12-31,0.0069,USD
1004,CX,Cemex S.A.B. De C.V.,2024-02-08,2023-12-31,0.1558,USD
184,ANEB,Anebulo Pharmaceuticals Inc,2024-02-08,2023-12-31,-0.1106,USD
1500,GBARF,GBARF,2024-02-08,2023-12-31,,CAD
2284,MGA,Magna International Inc,2024-02-08,2023-12-31,1.46,USD
1236,ENB,Enbridge Inc,2024-02-08,2023-12-31,0.49,CAD
2398,MT,ArcelorMittal,2024-02-08,2023-12-31,0.3865,USD
418,BCE,BCE Inc,2024-02-08,2023-12-31,0.54,CAD
